"pool";"year";"trait";"skewness";"skewness_squared";"kurtosis";"range";"low_skewness";"low_skewness_squared";"low_kurtosis";"low_range";"high_skewness";"high_skewness_squared";"high_kurtosis";"high_range";"dist.to.boundary";"norm_range";"highlight"
"Regional";2020;"WI";0,843051676137403;0,710736128638084;4,16299805960772;0,20415;0,50942224312159;0,259511021787033;3,39827470024318;0,18;1,12798834582825;1,27235770832435;5,16703841916145;0,22;1,73401104063425;0,688356334315397;FALSE
"Regional";2021;"HSI";1,87837470846786;3,52829154541171;6,66979197461385;0,96959;1,46867931153654;2,15701892013544;4,6386886616841;0,69;2,28985894024771;5,24345396623237;9,26487482925254;0,98;1,51426947540274;0,927426326129665;FALSE
"Regional";2021;"SSI";0,229115042828651;0,0524937028503748;4,32805479536697;1,12756116094176;-0,357536233303587;0,127832158124917;2,97240632727836;0,907921016;0,724642209533543;0,525106331837655;5,8785118657161;1,314469107;2,3161714607093;0,745713797044161;FALSE
"Regional";2021;"STI";0,271407321106352;0,0736619339501267;1,54216108813105;6,626523;0,038727044581485;0,00149978398201632;1,3879649066353;5,895;0,504064800985027;0,254081323592075;1,78268612635087;7,73;0,33127892890149;0,99;FALSE
"Regional";2021;"SVTI";-0,0212923006794332;0,000453362068223391;2,27969697934608;2,09955;-0,26470976577937;0,0700712600989687;1,98573820098159;1,87;0,179943876320842;0,0323797986253707;2,70792139067121;2,2;0,904561836566779;0,837683053973856;FALSE
"Regional";2021;"TAO";-1,14992812523615;1,32233469320912;4,02550959304603;1,07216283358867;-1,36093381778046;1,8521408563785;3,2932882670026;1,006902696;-0,945213412792779;0,893428395723373;4,83435357607636;1,104729779;1,2043265212214;0,961185096988378;FALSE
"Regional";2021;"WI";0,700915199739197;0,491282117225438;3,6878460579562;0,20533;0,362894204025046;0,131692203314972;2,87317186703802;0,18;0,99875767520965;0,997516893790184;4,57279622341341;0,22;1,55320525780057;0,760082183284231;FALSE
"Regional";2022;"HSI";1,72604593495292;2,97923456956748;5,62180335949918;0,96509;1,33403119884083;1,7796392394807;3,83426272497143;0,69;2,16942064100773;4,70638591763039;7,9539353137192;0,98;1,16147152992609;0,884106090373281;FALSE
"Regional";2022;"SSI";0,264513325800437;0,0699672995260083;4,21065162347913;1,10658023817162;-0,370145907080068;0,137007992528126;2,73012872623451;0,792441402;0,759925195371035;0,577486302559706;5,45598812037939;1,128711387;2,22079918303354;0,663353016464971;FALSE
"Regional";2022;"STI";0,099782533172954;0,00995655392641166;1,473265245625;6,477917;-0,123012928712111;0,015132180630331;1,36374550029627;5,71;0,341245261552592;0,116448328532097;1,6303288824893;7,13;0,327608717682741;0,814203480589022;FALSE
"Regional";2022;"SVTI";-0,195254698513725;0,0381243972916857;2,54837771694411;2,13831;-0,430001607702942;0,184901382627115;2,21317589731267;1,87;0,0573221059609658;0,00328582383180019;2,97884547441736;2,2;1,06791036363573;0,99;FALSE
"Regional";2022;"TAO";-1,23039326122597;1,51386757727027;4,97019367149827;1,05221992030067;-1,5183773847778;2,30546988260467;4,00883738881715;0,98832066;-0,843403961665253;0,711330242552644;5,91246769062175;1,104729779;1,73688483803408;0,734571042795601;FALSE
"Regional";2022;"WI";0,702368673082778;0,493321752928062;3,60001457671993;0,2091125;0,401711023609039;0,161371746489022;2,88923435601911;0,18;0,986146064398046;0,972484060327754;4,45009519812988;0,22;1,48965678158027;0,99;FALSE
"Regional";2023;"HSI";1,95821189536444;3,83459382714679;6,78460329503736;0,87429;1,47261120697959;2,16858376692187;4,1624274855511;0,68;2,52833442045911;6,39247494167831;10,4278757069255;0,98;1,37886491812339;0,01;FALSE
"Regional";2023;"SSI";0,346474015686355;0,120044243545829;4,23857648784846;1,09899053333515;-0,360645486569661;0,130065166983068;2,58409240028783;0,784034979;0,880814646873415;0,775834442146738;5,44817049157473;1,128711387;2,20513529729529;0,63355956926794;FALSE
"Regional";2023;"STI";0,15315745202545;0,0234572051109279;1,50194302781068;6,542381;-0,0933323964823129;0,00871093623313165;1,38215231538537;5,71;0,400653131814873;0,160522932033066;1,67699572121379;7,13;0,338340569932622;0,890462493194902;FALSE
"Regional";2023;"SVTI";-0,48219839142974;0,232515288697429;2,99704526494765;2,10586;-0,768007671730106;0,589835783836298;2,39443848561456;1,86;-0,216715426834483;0,046965576228052;3,72771279190359;2,2;1,24771111181347;0,862479749779454;FALSE
"Regional";2023;"TAO";-1,29916458123966;1,68782860914761;5,1722989840303;1,05362008903133;-1,60500536059226;2,5760422075299;4,09127442039292;1,006902696;-0,887274714345657;0,787256418717167;6,25252656545911;1,104729779;1,75678584973664;0,750481351787479;FALSE
"Regional";2023;"WI";0,577785308404275;0,333835862607824;3,31607089174467;0,20546;0,243593885585203;0,0593379810944972;2,65243903959638;0,17;0,836237383284971;0,699292961203295;4,06966037477035;0,22;1,40165183100818;0,767984183594356;FALSE
